Source;Target;Place of sending;Place of receiving;Date of sending
skp007667;skp017282;[Den Haag (nl)];?;1659-10-30
skp017514;skp007667;Gent (be);[Den Haag (nl)];1659-11-05
skp020676;skp007667;Paris (fr);Den Haag (nl);1659-11-07
skp020676;skp007667;[Paris (fr)];[Den Haag (nl)];1659
skp007667;skp020676;[Den Haag (nl)];[Paris (fr)];1659-11-20
skp020676;skp007667;Paris (fr);[Den Haag (nl)];1659-11-21
skp020676;skp007667;Paris (fr);[Den Haag (nl)];1659-11
skp007667;skp017282;[Den Haag (nl)];Wien (at);1659-11-28
skp052174;skp007667;?;Den Haag (nl);1659-12-04
skp000642;skp007667;Antwerpen (be);[Den Haag (nl)];1659-12-04
epist0180;skp007667;Gent (be);[Den Haag (nl)];1659-12-01
skp029344;skp007667;Oxford (gb);Den Haag (nl);1659-12-04
skp007667;skp013666;Den Haag (nl);Leiden (nl);1659-12-06
skp007667;skp020676;[Den Haag (nl)];[Paris (fr)];1659-12-11
skp007667;skp001872;[Den Haag (nl)];?;1659-12-11
skp020676;skp007667;Paris (fr);Den Haag (nl);1659-12-12
skp025402;skp007667;Paris (fr);Den Haag (nl);1659-12-18
skp025402;skp007667;[Paris (fr)];[Den Haag (nl)];1659-12-19
skp020676;skp031747;Paris (fr);[Firenze (it)];1659-12-19
skp036829;skp007667;Paris (fr);[Den Haag (nl)];1659-09-13
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1659
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1659
skp007667;epist0180;[Den Haag (nl)];?;1659-12
skp007667;skp017514;[Den Haag (nl)];[Gent (be)];1659-12
skp007667;skp000642;[Den Haag (nl)];[Antwerpen (be)];1660-01-01
skp007667;skp020676;Den Haag (nl);Paris (fr);1660-01-01
skp017282;skp007667;Wien (at);[Den Haag (nl)];1660-01-01
skp020676;skp007667;Paris (fr);Den Haag (nl);1660-01-02
skp020676;skp007667;Paris (fr);Den Haag (nl);1660-01-09
skp020676;skp007667;Paris (fr);[Den Haag (nl)];1660-01-16
skp013666;skp007667;[Leiden (nl)];Den Haag (nl);1660-01-17
skp007667;skp025402;[Den Haag (nl)];[Paris (fr)];1660-01
skp007667;skp020676;Den Haag (nl);[Paris (fr)];1660-01-22
skp020676;skp007667;[Paris (fr)];Den Haag (nl);1660-01-23
skp001399;skp007667;Leiden (nl);[Den Haag (nl)];1660-01-27
skp007667;skp020676;Den Haag (nl);[Paris (fr)];1660-01-29
skp008292;skp007667;Paris (fr);Den Haag (nl);1660-01-30
skp020676;skp007667;Paris (fr);Den Haag (nl);1660-01-30
skp052174;skp007667;Vaumurier (fr);Den Haag (nl);1660-02-06
skp007667;skp020676;[Den Haag (nl)];[Paris (fr)];1660-02-12
skp020676;skp007667;Paris (fr);Den Haag (nl);1660-02-13
skp007667;skp028697;Den Haag (nl);Gdansk (pl);1660-02-16
skp007667;skp020676;Den Haag (nl);[Paris (fr)];1660-02-26
skp007667;skp036829;[Den Haag (nl)];[Paris (fr)];1660-02-26
skp020676;skp007667;Paris (fr);[Den Haag (nl)];1660-02-27
skp007667;skp020676;Den Haag (nl);[Paris (fr)];1660-03-04
skp025402;skp007667;Paris (fr);[Den Haag (nl)];1660-03-04
skp036829;skp007667;[Paris (fr)];Den Haag (nl);1660-03-06
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1660
epist0000;skp007667;?;Den Haag (nl);1660-03-10
skp008594;skp034623;[Den Haag (nl)];?;1660-03-10
skp013666;skp007667;Leiden (nl);Den Haag (nl);1660-03-14
skp006710;skp035864;[Firenze (it)];?;1660-03-16
skp007667;skp013666;[Den Haag (nl)];Leiden (nl);1660-03-19
epist0163;skp007667;Roma (it);Den Haag (nl);1660-03-25
skp020676;skp007667;Paris (fr);[Den Haag (nl)];1660-03-26
skp020676;skp007667;[Paris (fr)];[Den Haag (nl)];?
skp007667;skp036829;[Den Haag (nl)];[Paris (fr)];1660-03-27
skp007667;skp029344;[Den Haag (nl)];[Oxford (gb)];1660-03-31
skp017514;skp007667;Gent (be);[Den Haag (nl)];1660-04-02
epist10742;skp017514;Roma (it);[Gent (be)];1660
skp007667;skp035864;Den Haag (nl);?;1660-04-07
skp007667;skp017514;[Den Haag (nl)];[Gent (be)];1660-04-08
skp020676;skp007667;Paris (fr);Den Haag (nl);1660-04-16
skp018067;skp007667;Alphen aan den Rijn (nl);Den Haag (nl);1660-04-21
skp007667;skp020676;Den Haag (nl);[Paris (fr)];1660-04-22
skp008594;skp005670;Den Haag (nl);[Brussel (be)];1660-04-22
skp017514;skp007667;Gent (be);[Den Haag (nl)];1660-04-26
epist10742;skp017514;[Roma (it)];[Gent (be)];1660-04
skp007667;skp010540;Den Haag (nl);[Nieuwe Niedorp (nl)];1660-04-27
skp007667;skp025402;[Den Haag (nl)];[Paris (fr)];1660-04-28
skp007667;skp018067;[Den Haag (nl)];[Alphen aan den Rijn (nl)];1660-04-30
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1660-04
skp018067;skp007667;Alphen aan den Rijn (nl);Den Haag (nl);1660-05-04
skp025402;skp007667;Paris (fr);Den Haag (nl);1660-05-13
skp006710;skp035864;Firenze (it);?;1660-05-25
skp052174;skp007667;Paris (fr);Den Haag (nl);1660-06-23
skp036829;skp007667;Paris (fr);[Den Haag (nl)];1660-06-25
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1660~
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1660~
skp009119;skp007667;Paris (fr);Den Haag (nl);1660-06-26
skp035864;skp020676;Den Haag (nl);[Paris (fr)];1660-06-26
skp028697;skp007667;Gdansk (pl);[Den Haag (nl)];1660-07-13
skp006710;skp035864;Firenze (it);Den Haag (nl);1660-07-13
skp007667;skp029344;[Den Haag (nl)];[Oxford (gb)];1660-07-15
skp007667;skp036829;[Den Haag (nl)];[Paris (fr)];1660-07-15
skp007667;skp052174;[Den Haag (nl)];?;1660-07-15
skp006710;skp035864;Firenze (it);[Den Haag (nl)];1660-07-27
skp052174;skp007667;?;Den Haag (nl);1660-07-28
skp020676;skp035864;Paris (fr);[Den Haag (nl)];1660-07-30
skp007667;skp020676;[Den Haag (nl)];[Paris (fr)];1660-07
skp007667;skp025402;[Den Haag (nl)];[Paris (fr)];1660-07
epist0163;skp007667;Roma (it);[Den Haag (nl)];1660-08-01
skp007667;skp000642;[Den Haag (nl)];Antwerpen (be);1660-08-03
skp035864;skp020676;Den Haag (nl);[Paris (fr)];1660-08-05
skp000642;skp007667;Antwerpen (be);[Den Haag (nl)];1660-08-07
skp009119;skp007667;Paris (fr);Den Haag (nl);1660-08-08
skp007667;skp031747;Den Haag (nl);[Firenze (it)];1660-08-13
skp039808;skp007667;Liège (be);[Den Haag (nl)];1660-08-13
skp009119;skp007667;Paris (fr);Den Haag (nl);1660-08-19
skp039808;skp007667;Liège (be);[Den Haag (nl)];1660-08-20
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1660-08-20
skp025402;skp007667;Paris (fr);Den Haag (nl);1660-08-26
epist0163;skp007667;Roma (it);Den Haag (nl);1660-08-27
skp007667;skp025402;Den Haag (nl);[Paris (fr)];1660-09-02
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1660-09-03
skp007667;skp007646;[Den Haag (nl)];[Paris (fr)];1660-09-09
skp002821;skp007667;Dordrecht (nl);Den Haag (nl);1660-09-09
skp029344;skp007667;London (gb);Den Haag (nl);1660-09-10
skp006710;skp035864;Firenze (it);[Den Haag (nl)];1660-09-14
skp031747;skp007667;Firenze (it);Den Haag (nl);1660-09-14
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1660-10-01
skp007667;skp031747;Den Haag (nl);[Firenze (it)];1660-09-30
skp007667;skp028697;Den Haag (nl);[Gdansk (pl)];1660-10-04
skp039808;skp007667;Liège (be);Den Haag (nl);1660-10-08
skp017514;skp007667;Gent (be);[Den Haag (nl)];1660-10-10
epist10742;skp017514;[Roma (it)];[Gent (be)];1660-08
skp007667;skp031747;Den Haag (nl);[Firenze (it)];1660-10-11
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1660-10-15
epist0163;skp007667;Roma (it);Den Haag (nl);1660-10-20
skp035864;skp028573;[Den Haag (nl)];Leiden (nl);1660-10-20
skp008595;skp007667;Den Haag (nl);Paris (fr);1660-10-28
skp025402;skp007667;[Paris (fr)];[Paris (fr)];1660-10-29
skp038587;skp007667;[Paris (fr)];[Paris (fr)];1660-10
skp035864;skp007667;?;[Paris (fr)];1660-11-01
skp006710;skp035864;Firenze (it);[Den Haag (nl)];1660-10-03
skp031747;skp007667;Firenze (it);[Den Haag (nl)];1660-10-04
skp016924;skp031747;[Pisa (it)];[Firenze (it)];?
skp016924;skp031747;[Pisa (it)];[Firenze (it)];?
epist11368;skp031747;?;[Firenze (it)];?
skp025402;skp007667;Paris (fr);Paris (fr);1660-11-02
skp025402;skp007667;[Paris (fr)];[Paris (fr)];1660-11-04
skp007667;skp008595;Paris (fr);[Den Haag (nl)];1660-11-05
skp031747;skp007667;Firenze (it);[Paris (fr)];1660-11-05
skp008595;skp007667;Den Haag (nl);Paris (fr);1660-11-10
skp009119;skp007667;Vaumurier (fr);[Paris (fr)];1660-11-11
skp031747;skp009119;[Firenze (it)];[Paris (fr)];1660-07-22
skp025402;skp007667;[Paris (fr)];[Paris (fr)];1660-11-15
skp008595;skp007667;Den Haag (nl);Paris (fr);1660-11-18
skp008595;skp031861;Den Haag (nl);?;1660-11-18
skp007667;skp035864;[Paris (fr)];Den Haag (nl);1660-11-19
skp007667;skp008595;Paris (fr);[Den Haag (nl)];1660-11-19
skp031747;skp007667;Firenze (it);[Paris (fr)];1660-11-19
skp008595;skp007667;Den Haag (nl);Paris (fr);1660-11-25
skp019342;skp007667;Den Haag (nl);[Paris (fr)];1660-11-24
skp008594;skp005670;Den Haag (nl);[Braine l'Alleud (be)];1660-11-25
skp007667;skp008595;Paris (fr);[Den Haag (nl)];1660-11-26
skp007667;skp006710;[Paris (fr)];[Firenze (it)];1660-11-28
skp007667;skp031747;[Paris (fr)];[Firenze (it)];1660-11-28
skp007667;skp008595;[Paris (fr)];[Den Haag (nl)];1660-11
skp008595;skp007667;Den Haag (nl);[Paris (fr)];1660-12-01
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1660-12-03
skp038301;skp007667;Den Haag (nl);[Paris (fr)];1660-12-09
skp008594;skp019311;[Den Haag (nl)];[Paris (fr)];1660-12-09
skp007667;skp008595;Paris (fr);[Den Haag (nl)];1660-12-10
skp007667;skp031861;Paris (fr);Madrid (es);1660-12-18
skp038643;skp007667;[Toulouse (fr)];Paris (fr);1660-12
skp007667;skp031747;[Paris (fr)];[Firenze (it)];1660-12
skp008594;skp042949;?;[Paris (fr)];1660-12
skp037772;skp007667;?;[Paris (fr)];?
skp008595;skp031861;[Den Haag (nl)];Madrid (es);1661-01-06
skp031747;skp007667;[Firenze (it)];[Paris (fr)];1661-01-21
skp038301;skp007667;Den Haag (nl);[Paris (fr)];1661-01-20
skp008595;skp007667;Den Haag (nl);[Paris (fr)];1661-01-20
skp025402;skp007667;[Paris (fr)];[Paris (fr)];1661-01-25
skp035864;skp025402;?;[Paris (fr)];1660-12
skp007667;skp031861;Paris (fr);[Madrid (es)];1661-01-26
skp008595;skp007667;Den Haag (nl);Paris (fr);1661-01-27
skp035864;skp007667;Den Haag (nl);[Paris (fr)];1661-01-28
skp025402;skp007667;[Paris (fr)];[Paris (fr)];1661-02-02
skp007667;skp008595;Paris (fr);[Den Haag (nl)];1661-02-04
skp025402;skp007667;Paris (fr);Paris (fr);1661-02-06
skp025402;skp007667;Paris (fr);Paris (fr);1661-02-07
skp038301;skp007667;Den Haag (nl);[Paris (fr)];1661-02-10
skp008595;skp007667;Den Haag (nl);Paris (fr);1661-02-10
skp007667;skp008595;Paris (fr);Den Haag (nl);1661-02-11
skp007667;skp035864;Paris (fr);Den Haag (nl);1661-02-11
skp008594;skp014165;[Den Haag (nl)];?;1661-02-14
skp008595;skp007667;Den Haag (nl);Paris (fr);1661-02-17
skp035864;skp007667;Den Haag (nl);Paris (fr);1661-02-17
skp008595;skp031861;Den Haag (nl);Madrid (es);1661-02-17
skp007667;skp033001;Paris (fr);[Roma (it)];1661-02-18
skp042949;skp008594;[Paris (fr)];[Den Haag (nl)];1661-02-18
skp035864;skp007667;Den Haag (nl);[Paris (fr)];1661-02-24
skp007667;skp031861;Paris (fr);[Madrid (es)];1661-02-27
skp008594;skp042949;[Den Haag (nl)];[Paris (fr)];1661-03-03
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1661-03-09
skp025402;skp007667;Paris (fr);Paris (fr);1661-03-14
skp024279;skp007667;[Paris (fr)];[Paris (fr)];1661-03-19
skp025402;skp007667;[Paris (fr)];[Paris (fr)];1661-03-21
skp000233;skp007667;Paris (fr);Paris (fr);1661-03
skp040028;skp007667;London (gb);Paris (fr);1661-03-22
skp008594;skp042949;[Den Haag (nl)];[Paris (fr)];1661-04-07
skp020676;skp007667;Gdansk (pl);Den Haag (nl);1661-04-09
skp020676;skp007667;?;[Den Haag (nl)];?
skp007667;skp008595;London (gb);Den Haag (nl);1661-04-12
skp008595;skp007667;Den Haag (nl);London (gb);1661-04-28
skp040028;skp007667;[London (gb)];[London (gb)];1661-04
skp034508;skp007667;Paris (fr);[London (gb)];1661-05-07
epist0000;skp034508;?;[Paris (fr)];1648-01-29
skp008594;skp042949;[Den Haag (nl)];[Paris (fr)];1661-05-08
skp025402;skp007667;Paris (fr);Den Haag (nl);1661-05-30
skp031747;skp007667;Firenze (it);[Den Haag (nl)];1661-06-01
skp007667;skp024488;[Den Haag (nl)];?;1661-06-03
skp007667;skp031861;Den Haag (nl);?;1661-06-09
skp040028;skp007667;London (gb);Den Haag (nl);1661-05-31
skp007667;skp020676;Den Haag (nl);?;1661-06-13
skp007667;skp020676;[Den Haag (nl)];?;?
skp040028;skp007667;London (gb);Den Haag (nl);1661-06-13
skp007667;skp040028;Den Haag (nl);[London (gb)];1661-06-24
skp040028;skp007667;London (gb);[Den Haag (nl)];1661-06-21
skp040028;skp007667;London (gb);Den Haag (nl);1661-06-28
skp028697;skp039977;[Gdansk (pl)];[Oxford (gb)];1661-03
skp020676;skp007667;Warszawa (pl);Den Haag (nl);1661-07-11
skp007667;skp025402;[Den Haag (nl)];[Paris (fr)];1661-07-14
skp007667;skp040028;[Den Haag (nl)];London (gb);1661-07-15
skp025402;skp007667;Paris (fr);Den Haag (nl);1661-07-20
skp007667;skp031861;Den Haag (nl);?;1661-07-21
skp007667;skp034508;Den Haag (nl);?;1661-07-21
skp007667;skp033740;[Den Haag (nl)];[Paris (fr)];1661-07-21
skp040028;skp007667;London (gb);Den Haag (nl);1661-07-21
skp007667;skp034508;[Den Haag (nl)];?;1661-07-28
skp007667;skp040028;Den Haag (nl);[London (gb)];1661-08-01
skp028697;skp007667;Gdansk (pl);Den Haag (nl);1661-08-01
skp019601;skp007667;Rotterdam (nl);Den Haag (nl);1661-08-13
skp040028;skp007667;London (gb);Den Haag (nl);1661-08-19
skp007667;skp028697;Den Haag (nl);[Gdansk (pl)];1661-08-22
skp040028;skp007667;London (gb);Den Haag (nl);1661-08-27
skp007667;skp040028;Den Haag (nl);London (gb);1661-09-16
skp040028;skp007667;London (gb);Den Haag (nl);1661-09-16
skp044780;skp040222;?;London (gb);1661-04
skp039977;skp007667;[London (gb)];[Den Haag (nl)];?
skp019601;skp007667;London (gb);Den Haag (nl);1661-09-07
skp028697;skp007667;Gdansk (pl);Den Haag (nl);1661-09-21
skp040028;skp007667;London (gb);[Den Haag (nl)];1661-09-13
skp005051;epist11312;Paris (fr);[London (gb)];1661-08-31
skp042514;epist0088;?;[London (gb)];?
skp044780;skp042514;?;?;?
skp010540;skp007667;Nieuwe Niedorp (nl);Den Haag (nl);1661-09-24
skp035864;skp007667;Stockholm (se);Den Haag (nl);1661-09-24
skp034508;skp007667;Paris (fr);[Den Haag (nl)];1661-09-25
epist0427;skp034508;?;?;1661
skp005051;skp007667;Paris (fr);[Den Haag (nl)];1661-08-26
skp040028;skp007667;London (gb);Den Haag (nl);1661-09-18
skp029163;skp007667;Breda (nl);Den Haag (nl);1661-10-05
skp007667;skp019298;[Den Haag (nl)];[Paris (fr)];1661-10-06
skp007667;skp034508;[Den Haag (nl)];[Paris (fr)];1661-10-06
skp007667;skp034508;[Den Haag (nl)];[Paris (fr)];?
skp007667;skp035864;Den Haag (nl);?;1661-10-13
skp025402;skp007667;Paris (fr);Den Haag (nl);1661-10-18
skp040028;skp007667;London (gb);Den Haag (nl);1661-10-09
skp007667;skp028697;[Den Haag (nl)];[Gdansk (pl)];1661-10-20
skp007667;skp008595;Den Haag (nl);Den Bosch (nl);1661-10-22
skp025402;skp007667;Paris (fr);[Den Haag (nl)];1661-10-22
skp025402;skp007667;[Paris (fr)];[Den Haag (nl)];1661-10-23
skp034724;skp007667;Paris (fr);Den Haag (nl);1661-08-04
skp034724;skp025402;[Paris (fr)];[Paris (fr)];1660-05-15
skp007667;skp034508;[Den Haag (nl)];?;1661-11-02
skp007667;skp040028;Den Haag (nl);[London (gb)];1661-11-04
skp028697;skp007667;Gdansk (pl);Den Haag (nl);1661-11-09
skp034508;skp007667;?;Den Haag (nl);1661-11-13
skp007667;skp031861;Den Haag (nl);?;1661-11-16
skp007667;skp031861;Den Haag (nl);Fontainebleau (fr);1661-11-23
skp007667;skp028697;Den Haag (nl);[Gdansk (pl)];1661-11-24
skp035864;skp007667;Stockholm (se);[Den Haag (nl)];1661-11-26
skp007667;skp031861;[Den Haag (nl)];?;1661-11-30
skp007667;skp031861;[Den Haag (nl)];Paris (fr);1661-12-07
skp038587;skp007667;Paris (fr);Den Haag (nl);1661-12-08
skp034508;skp007667;?;[Den Haag (nl)];1661-12-11
skp005051;skp007667;Paris (fr);[Den Haag (nl)];1661-12-05
skp034508;skp007667;?;[Den Haag (nl)];1661-12
skp007667;skp031861;[Den Haag (nl)];[Den Haag (nl)];1661-12-14
skp025402;skp007667;Paris (fr);Den Haag (nl);1661-12-20
skp007667;skp031861;Den Haag (nl);?;1661-12-21
skp040028;skp007667;London (gb);[Den Haag (nl)];1661-12-23
skp008143;skp037405;[London (gb)];?;1661-10-11
skp008143;skp037405;London (gb);?;1658
skp040028;skp007667;London (gb);Den Haag (nl);1661-12-23
skp035864;skp006710;Den Haag (nl);[Firenze (it)];1661-12-27
skp007667;skp031861;Den Haag (nl);?;1661-12-28
skp015633;skp007667;Würzburg (de);[Den Haag (nl)];1661-12-28
skp015633;skp007667;[Würzburg (de)];[Den Haag (nl)];1661-12
skp007667;skp040028;Den Haag (nl);[London (gb)];1661-12-30
epist0370;skp007667;?;[Den Haag (nl)];1661-12
skp004035;epist0370;[Roma (it)];?;1661-12
skp007667;skp010540;[Den Haag (nl)];[Nieuwe Niedorp (nl)];1661
epist0318;skp007667;London (gb);[Den Haag (nl)];1661
epist0318;skp007667;[London (gb)];[Den Haag (nl)];1661
skp007667;skp002817;[Den Haag (nl)];[Hoorn (nl)];1661
skp038643;skp007667;[Toulouse (fr)];[Den Haag (nl)];1661-12
skp036829;skp007667;[Paris (fr)];Den Haag (nl);1662-01-01
skp038643;skp007667;[Toulouse (fr)];[Den Haag (nl)];1661-12
skp036829;skp007667;[Paris (fr)];[Den Haag (nl)];1661-12
skp038643;skp036829;[Toulouse (fr)];[Paris (fr)];1661-12
skp007667;skp031861;[Den Haag (nl)];[Paris (fr)];1662-01-04
skp007667;skp040028;Den Haag (nl);[London (gb)];1662-01-04
skp007667;skp031861;[Paris (fr)];?;1662-01-11
skp007667;skp031861;[Paris (fr)];Paris (fr);1662-01-18
skp028697;skp007667;Gdansk (pl);Den Haag (nl);1662-01-21
skp007667;skp031861;Den Haag (nl);[Paris (fr)];1662-01-25
skp029163;skp007667;[Breda (nl)];Den Haag (nl);1662-01-25
skp035864;skp007667;Stockholm (se);[Den Haag (nl)];1662-01-28
skp034508;skp007667;?;?;1662-01
skp034508;skp007667;?;?;1662
skp007667;skp031861;[Den Haag (nl)];?;1662-02-01
skp007667;skp040028;Den Haag (nl);[London (gb)];1662-02-03
skp040028;skp007667;London (gb);[Den Haag (nl)];1662-02-03
skp044780;skp007667;[London (gb)];?;1662-01
skp035864;skp007667;Stockholm (se);[Den Haag (nl)];1662-02-04
skp007667;skp031861;[Den Haag (nl)];?;1662-02-08
skp040028;skp007667;London (gb);Den Haag (nl);1662-02-09
skp005051;epist11312;Paris (fr);[London (gb)];1661-12-20
skp005051;skp008143;[Paris (fr)];[London (gb)];1661-12
skp029344;skp005051;?;[Paris (fr)];1661-12
skp005051;skp029344;[Paris (fr)];?;1661-12-20
skp044780;skp007667;?;?;1661
skp034508;skp031861;?;?;1662-02
epist0235;skp034508;[Toulouse (fr)];?;1662-02
skp007667;skp040028;Den Haag (nl);London (gb);1662-02-10
skp007667;skp031861;[Den Haag (nl)];?;1662-02-15
skp007667;skp031861;[Den Haag (nl)];?;1662
skp007667;skp031861;[Den Haag (nl)];?;1662
skp040883;skp007667;Paris (fr);Den Haag (nl);1662-02-15
skp007667;skp040028;[Den Haag (nl)];[London (gb)];1662-02-17
skp025402;skp007667;Paris (fr);Den Haag (nl);1662-02-17
skp007667;skp031861;[Den Haag (nl)];?;1662-02-22
skp007667;skp040028;Den Haag (nl);London (gb);1662-02-24
skp007667;skp040028;[Den Haag (nl)];[London (gb)];1662-02
skp007667;skp031861;[Den Haag (nl)];?;1662-02-29
skp007667;skp035864;Den Haag (nl);Stockholm (se);1662-03-06
skp007667;skp031861;[Den Haag (nl)];?;1662-03-08
skp038587;skp007667;Paris (fr);Den Haag (nl);1662-03-08
skp038643;skp032730;Toulon (fr);?;1662-01-01
skp038643;skp032730;[Toulouse (fr)];?;1662-01
skp038643;skp032730;[Toulouse (fr)];?;1662-01
skp040028;skp007667;London (gb);[Den Haag (nl)];1662-03-13
skp039977;skp040028;[Oxford (gb)];[London (gb)];1662-03
skp040028;skp007667;[London (gb)];[Den Haag (nl)];1662-03-14
skp044780;skp007667;?;?;1662
skp007667;skp031861;[Den Haag (nl)];?;1662-03-15
skp040028;skp007667;[London (gb)];Den Haag (nl);1662-03-16
skp007667;skp031861;[Den Haag (nl)];?;1662-03-22
skp007667;skp031861;[Den Haag (nl)];?;1662-03-29
skp035864;skp007667;Stockholm (se);[Den Haag (nl)];1662-03-29
skp007667;skp031861;Den Haag (nl);[Paris (fr)];1662-04-05
skp008594;skp008959;Paris (fr);[Den Haag (nl)];1662-03-10
skp019601;skp007667;London (gb);Den Haag (nl);1662-04-08
skp007667;skp031861;[Den Haag (nl)];?;1662-04-12
skp007667;skp031861;Den Haag (nl);[Paris (fr)];1662-04-19
skp025402;skp007667;Paris (fr);Den Haag (nl);1662-04-24
skp007667;skp031861;Den Haag (nl);[Paris (fr)];1662-04-26
skp025402;skp007667;Paris (fr);[Den Haag (nl)];1662-04-30
skp034508;skp007667;?;[Den Haag (nl)];1662-04
skp007667;skp031861;[Den Haag (nl)];?;1662-05-03
skp038587;skp007667;Paris (fr);Den Haag (nl);1662-05-05
skp038587;skp007667;Paris (fr);Den Haag (nl);1662-05-11
skp040028;skp007667;London (gb);Den Haag (nl);1662-05-06
skp007667;skp031861;Den Haag (nl);?;1662-05-18
skp007667;skp038587;[Den Haag (nl)];[Paris (fr)];1662-05-18
skp007667;skp031861;[Den Haag (nl)];?;1662-05-25
skp007667;skp038587;[Den Haag (nl)];[Paris (fr)];1662-05-25
skp028697;skp007667;Gdansk (pl);Den Haag (nl);1662-05-27
skp035864;skp007667;Stockholm (se);[Den Haag (nl)];1662-05-30
skp007667;skp031861;Den Haag (nl);?;1662-06-01
skp007667;skp025402;[Den Haag (nl)];?;1662-06
skp007667;skp040028;Den Haag (nl);[London (gb)];1662-06-09
skp007667;skp031861;Den Haag (nl);?;1662-06-15
skp025402;skp007667;Paris (fr);Den Haag (nl);1662-06-15
