Source;Target;Place of sending;Place of receiving;Date of sending
epist0302;skp008594;?;[Den Haag (nl)];1641-04-06
epist0123;skp008594;[Antwerpen (be)];[Den Haag (nl)];1641-04-07
epist0338;skp008594;Rotterdam (nl);[Den Haag (nl)];1641-04-07
skp033493;skp008594;Leiden (nl);[Den Haag (nl)];1641-04-09
skp020546;skp008594;Middelburg (nl);[Den Haag (nl)];1641-04-10
skp018656;skp008594;[Maastricht (nl)];[Den Haag (nl)];1641?
epist0123;skp008594;[Antwerpen (be)];[Den Haag (nl)];1641-04
skp027241;skp008594;Brielle (nl);[Den Haag (nl)];1641-04-20
skp027241;skp008594;Brielle (nl);[Den Haag (nl)];1641-04-20
skp015626;skp008594;Antwerpen (be);[Den Haag (nl)];1641-04-21
skp038302;skp008594;[Den Haag (nl)];[Den Haag (nl)];1641-04-21
skp051975;skp008594;London (gb);[Den Haag (nl)];1641-04-22
skp042949;skp008594;[Paris (fr)];[Den Haag (nl)];1641-04-27
skp015626;skp008594;Antwerpen (be);[Den Haag (nl)];1641-04-27
epist0008;skp008594;Den Haag (nl);[Den Haag (nl)];1641-05-04
skp040213;skp008594;Rotterdam (nl);[Den Haag (nl)];1641-05-06
skp017199;skp008594;Herck (be);[Den Haag (nl)];1641-05-07
skp038302;skp008594;[Den Haag (nl)];[Den Haag (nl)];1641-05-07
skp015626;skp008594;Antwerpen (be);[Den Haag (nl)];1641-05-09
skp008594;skp002959;Den Haag (nl);[London (gb)];1641-05-09
skp009013;skp008594;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1641-05-13
epist0026;skp008594;Maastricht (nl);[Vianen (nl)];1641-05-14
skp008803;skp008594;Haarlem (nl);[Vianen (nl)];1641-05-14
skp027262;skp008594;Dordrecht (nl);[Vianen (nl)];1641-05-14
epist0293;skp008594;Den Haag (nl);[Vianen (nl)];1641-05-14
skp002959;skp008594;London (gb);[Buren (nl)];1641-05-17
skp008894;skp008594;Kille (nl);[Buren (nl)];1641-05-17
skp042633;skp008594;Grave (nl);[Buren (nl)];1641-05-19
skp006847;skp008594;Amsterdam (nl);[Buren (nl)];1641-05-20
skp016193;skp008594;Den Bosch (nl);[Buren (nl)];1641-05-21
epist0391;skp008594;Den Haag (nl);?;1641-05
skp019691;skp008594;Megen (nl);[Buren (nl)];1641-05-24
skp002959;skp008594;London (gb);[Buren (nl)];1641-05-24
skp019146;skp008594;Den Haag (nl);[Buren (nl)];1641-05-25
skp018656;skp008594;[Maastricht (nl)];[Buren (nl)];1641-05~
skp019146;skp008594;Den Haag (nl);[Buren (nl)];1641-05-28
skp008594;skp019146;Buren (nl);[Den Haag (nl)];1641-05-28
skp008594;skp044503;Buren (nl);?;1641-05-29
skp019146;skp008594;Den Haag (nl);[Buren (nl)];1641-05-31
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Buren (nl)];1641-06-04
skp013912;skp008594;Vianen (nl);[Heerewaarden, Fort Voorne (nl)];1641-06-04
skp008594;skp002690;Grave (nl);[Buren (nl)];1641-06-08
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-09
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-11
skp019146;skp008594;Grave (nl);[Oeffelt (nl)];1641-06-11
skp008594;skp019146;Oeffelt (nl);[Grave (nl)];1641-06-11
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-14
skp002959;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-06-15
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-16
skp019146;skp008594;Grave (nl);[Oeffelt (nl)];1641-06-16
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-17
skp008594;skp044503;Oeffelt (nl);?;1641-06-17
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-19
skp008594;skp024022;Oeffelt (nl);[Leiden (nl)];1641-06-19
skp008594;skp006847;Oeffelt (nl);[Amsterdam (nl)];1641-06-19
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-20
skp008594;skp053485;Oeffelt (nl);?;1641-06-22
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-22
skp010055;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-06-22
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-24
skp008594;skp012077;Oeffelt (nl);?;1641-06-24
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-25
skp008594;skp027262;Oeffelt (nl);[Dordrecht (nl)];1641-06-25
skp025036;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-06-25
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-26
skp023403;skp008594;[Norden (nl)];[Oeffelt (nl)];1641-06-26
skp027262;skp008594;Dordrecht (nl);[Oeffelt (nl)];1641-06-27
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-28
skp010055;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-06-28
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-29
skp012077;skp008594;?;[Oeffelt (nl)];1641-06-30
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-06-30
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-02
skp008594;skp025036;Oeffelt (nl);[Den Haag (nl)];1641-07-03
skp003286;skp008594;Utrecht (nl);[Oeffelt (nl)];1641-07-03
epist0127;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-03
skp008594;skp006847;Oeffelt (nl);[Amsterdam (nl)];1641-07-03
skp008302;skp008594;Amsterdam (nl);[Oeffelt (nl)];1641-07-04
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-05
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-06
skp008594;skp010055;Oeffelt (nl);[Den Haag (nl)];1641-07-06
skp008594;epist0305;Oeffelt (nl);?;1641-07-07
skp025036;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-07
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-07
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-08
skp006847;skp008594;Amsterdam (nl);[Oeffelt (nl)];1641-07-09
skp008594;skp012077;[Oeffelt (nl)];?;1641-07-09
skp033493;skp008594;Leiden (nl);[Oeffelt (nl)];1641-07-10
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-11
skp010055;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-11
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-12
skp010055;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-12
skp002690;skp008594;Buren (nl);[Oeffelt (nl)];1641-07-13
skp025036;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-14
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-14
skp012077;skp008594;?;?;1641
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-16
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-17
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-19
skp033038;skp008594;Breda (nl);[Oeffelt (nl)];1641-07-20
skp008594;skp012077;Oeffelt (nl);?;1641-07-20
epist0043;skp008594;[Leiden (nl)];[Oeffelt (nl)];1641-07
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-20
skp041934;skp008594;Zwolle (nl);[Oeffelt (nl)];1641-07-21
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-22
skp008594;skp006655;[Oeffelt (nl)];[Kalkar (de)];1641-07-22
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-23
skp008594;skp003641;Oeffelt (nl);[Amsterdam (nl)];1641-07-24
skp019342;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-24
skp014166;skp008594;?;[Oeffelt (nl)];1641-07~
skp019342;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-26
skp003641;skp008594;Amsterdam (nl);[Oeffelt (nl)];1641-07-26
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-26
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-26
skp053485;skp008594;Teylingen (nl);[Oeffelt (nl)];1641-07-26
skp006847;skp008594;Wassenaar (nl);?;1641?
skp016394;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-07-28
skp010366;skp008594;Amersfoort (nl);[Oeffelt (nl)];1641-07-28
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-07-29
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-04
epist0008;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-04
skp024022;skp008594;Leiden (nl);[Oeffelt (nl)];1641-08-05
skp019342;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-07
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-08
skp019342;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-08
skp008594;skp003641;Oeffelt (nl);[Den Haag (nl)];1641-08-10
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-11
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-12
skp025027;skp008594;Middelburg (nl);[Oeffelt (nl)];1641-08-12
epist0220;skp008594;?;[Oeffelt (nl)];1641-08-12
skp008594;skp024540;Oeffelt (nl);[Haarlem (nl)];1641-08-13
skp033493;skp008594;Middelburg (nl);[Oeffelt (nl)];1641-08-14
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-15
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-16
skp010055;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-17
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-17
skp053485;skp008594;Teylingen (nl);[Oeffelt (nl)];1641-08-18
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-19
skp019342;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-19
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-20
skp024540;skp008594;Haarlem (nl);[Oeffelt (nl)];1641-08-20
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-22
skp008594;skp017199;Oeffelt (nl);[Herck (be)];1641-08-22
skp008594;skp010055;Oeffelt (nl);[Den Haag (nl)];1641-08-23
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-24
skp043450;skp008594;Staden (de);[Oeffelt (nl)];1641-08-24
skp001987;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-24
epist0008;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-24
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-25
epist0259;skp008594;Gennep (nl);[Oeffelt (nl)];1641-08-26
skp010055;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-27
skp008594;skp002690;Oeffelt (nl);[Buren (nl)];1641-08-29
skp008594;skp010055;Oeffelt (nl);[Den Haag (nl)];1641-08-29
skp008594;skp008141;Gennep (nl);[Oxford (gb)];1641-08-29
skp024395;skp008594;Den Haag (nl);[Oeffelt (nl)];1641-08-31
skp008594;skp002690;Oeffelt (nl);[Den Haag (nl)];1641-09-01
skp008594;skp002690;Oeffelt (nl);[Den Haag (nl)];1641-09-02
skp002480;skp008594;Leuven (be);[Oeffelt (nl)];1641-09-03
skp008594;skp002690;Oeffelt (nl);[Den Haag (nl)];1641-09-04
skp004779;skp008594;Nijmegen (nl);[Oeffelt (nl)];1641-09-04
skp027241;skp008594;Middelburg (nl);[Nijmegen (nl)];1641-09-05
skp008594;skp002690;Nijmegen (nl);[Den Haag (nl)];1641-09-05
skp008594;skp002690;[Sint Annaland (nl)];[Den Haag (nl)];1641-09-07
skp036342;skp008594;Den Haag (nl);[Sint Annaland (nl)];1641-09-08
skp008594;skp002690;Sint Annaland (nl);[Den Haag (nl)];1641-09-09
skp010055;skp008594;Geertruidenberg (nl);[Sint Annaland (nl)];1641-09-09
skp008594;skp002690;Sint Annaland (nl);[Den Haag (nl)];1641-09-10
skp008594;skp002690;Philippine (nl);[Den Haag (nl)];1641-09-13
skp026972;skp008594;?;?;1641-09?
skp040827;skp008594;[Den Bosch (nl)];[Philippine (nl)];1641-09-16
skp010055;skp008594;Den Haag (nl);[Philippine (nl)];1641-09-16
skp023913;skp008594;Goes (nl);[Philippine (nl)];1641-09-17
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1641-09-18
skp019146;skp008594;Oeffelt (nl);[Assenede (be)];1641-09-18
skp015639;skp008594;Den Haag (nl);[Assenede (be)];1641-09-18
skp008594;skp003721;Assenede (be);[Leiden (nl)];1641-09-19
skp008594;skp033493;Assenede (be);[Leiden (nl)];1641-09-19
skp008594;skp020546;Assenede (be);?;1641-09-19
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1641-09-19
skp008594;skp019342;Assenede (be);[Den Haag (nl)];1641-09-19
skp008594;epist0000;Assenede (be);?;1641-09-20
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1641-09-20
epist0174;skp008594;Den Haag (nl);[Assenede (be)];1641-09-22
skp008594;skp019146;Assenede (be);[Oeffelt (nl)];1641-09-22
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1641-09-23
skp036342;skp008594;Den Haag (nl);[Assenede (be)];1641-09-24
skp019146;skp008594;Oeffelt (nl);[Assenede (be)];1641-09-24
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1641-09-25
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1641-09-27
skp019342;skp008594;Den Haag (nl);[Assenede (be)];1641-09-27
skp008594;skp010055;Assenede (be);[Den Haag (nl)];1641-09-27
skp008594;skp002690;Philippine (nl);[Den Haag (nl)];1641-09-29
skp036342;skp008594;Den Haag (nl);[Philippine (nl)];1641-09-29
skp041934;skp008594;Zwolle (nl);[Philippine (nl)];1641-09-29
skp002959;skp008594;Den Haag (nl);[Bergen op Zoom, Noordgeest (nl)];1641-10-01
skp015884;skp008594;?;[Bergen op Zoom, Noordgeest (nl)];1641-10-02
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-03
skp001845;skp008594;Den Haag (nl);[Bergen op Zoom, Noordgeest (nl)];1641-10-03
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-06
skp008594;skp002959;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-08
skp008594;skp027231;Bergen op Zoom, Noordgeest (nl);Den Haag (nl);1641-10-09
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-09
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-11
skp033493;skp008594;Leiden (nl);[Bergen op Zoom, Noordgeest (nl)];1641-10-12
skp034273;skp008594;Den Haag (nl);[Bergen op Zoom, Noordgeest (nl)];1641-10-12
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-14
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-17
skp042616;skp008594;Antwerpen (be);[Bergen op Zoom, Noordgeest (nl)];1641-10-17
skp018656;skp008594;Maastricht (nl);[Bergen op Zoom, Noordgeest (nl)];1641-10-19
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-19
skp008594;skp002690;Bergen op Zoom, Noordgeest (nl);[Den Haag (nl)];1641-10-21
skp008594;skp019146;Bergen op Zoom, Noordgeest (nl);[Oeffelt (nl)];1641-10-21
skp023403;skp008594;Herck (be);[Bergen op Zoom, Noordgeest (nl)];1641-10-21
skp017199;skp008594;Herck (be);[Den Haag (nl)];1641-10~
skp019146;skp008594;Oeffelt (nl);[Den Haag (nl)];1641-10-27
skp002821;skp008594;Dordrecht (nl);[Den Haag (nl)];1641-10-29
skp028919;skp008594;Leiden (nl);[Den Haag (nl)];1641-10-30
skp002959;skp008594;[Den Haag (nl)];[Den Haag (nl)];1641-11-06
skp038724;skp008594;Amsterdam (nl);[Den Haag (nl)];1641-11-07
skp019691;skp008594;Wesel (de);[Den Haag (nl)];1641-11-08
skp025648;skp008594;Genève (ch);[Den Haag (nl)];1641-11-12
epist0410;skp008594;Gent (be);[Den Haag (nl)];1641-11-14
skp020546;skp008594;Utrecht (nl);[Den Haag (nl)];1641-11-17
skp032471;skp008594;Breda (nl);[Den Haag (nl)];1641-11-20
skp024395;skp008594;?;[Den Haag (nl)];1641-11-21
epist0098;skp008594;Leiden (nl);[Den Haag (nl)];1641-11-22
skp027262;skp008594;[Dordrecht (nl)];[Den Haag (nl)];1641-11-22
skp033818;skp008594;Gent (be);[Den Haag (nl)];1641-12-04
skp038724;skp008594;Amsterdam (nl);[Den Haag (nl)];1641-12-05
skp042616;skp008594;Antwerpen (be);[Den Haag (nl)];1641-12-07
epist0025;skp008594;[Paris (fr)];[Den Haag (nl)];1641-12-11
skp019691;skp008594;Borculo (nl);[Den Haag (nl)];1641-12-12
skp014101;skp008594;Utrecht (nl);[Den Haag (nl)];1641-12-14
skp006847;skp008594;[Amsterdam (nl)];[Den Haag (nl)];1641-12-15
skp012029;skp008594;Leuven (be);[Den Haag (nl)];1641-12-17
skp008594;skp038724;Den Haag (nl);[Amsterdam (nl)];1641-12-18
skp028919;skp008594;Leiden (nl);[Den Haag (nl)];1641-12-21
skp010515;skp008594;Den Haag (nl);[Den Haag (nl)];1641-12-24
skp027142;skp008594;Egmond aan den Hoef (nl);[Den Haag (nl)];1641-12-27
skp026930;skp008594;Culemborg (nl);[Den Haag (nl)];1641-12-30
skp006847;skp008594;Amsterdam (nl);[Den Haag (nl)];1641-12-30
skp003286;skp008594;Utrecht (nl);[Den Haag (nl)];1642-01-05
skp006847;skp008594;Amsterdam (nl);[Den Haag (nl)];1642-01-08
epist0025;skp008594;Paris (fr);[Den Haag (nl)];1642-01-09
skp038090;skp008594;Leeuwarden (nl);[Den Haag (nl)];1642-01-10
skp008594;skp012029;[Den Haag (nl)];[Leuven (be)];1642-01-13
epist0220;skp008594;?;?;1642
skp008594;epist0269;Den Haag (nl);?;1642-01-19
skp017436;skp008594;Sluis (nl);[Den Haag (nl)];1642-01-20
skp019691;skp008594;Borculo (nl);[Den Haag (nl)];1642-01-28
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1642-01-28
skp039641;skp008594;Wijk bij Duurstede (nl);[Den Haag (nl)];1642-02-03
epist0264;skp008594;Nijmegen (nl);[Den Haag (nl)];1642-02-05
skp008594;skp038090;Den Haag (nl);[Leeuwarden (nl)];1642-02-06
skp026929;skp008594;Amersfoort (nl);[Den Haag (nl)];1642-02-06
skp024127;skp008594;Leiden (nl);[Den Haag (nl)];1642-02-07
epist0008;skp008594;Maastricht (nl);[Den Haag (nl)];1642-02-08
skp000684;skp008594;Leiden (nl);[Den Haag (nl)];1642-02-11
skp022027;skp008594;Rheinberg (de);[Den Haag (nl)];1642-02-12
skp027142;skp008594;Egmond aan den Hoef (nl);[Den Haag (nl)];1642-02-12
skp008594;skp006847;[Den Haag (nl)];[Amsterdam (nl)];1642-02-13
epist0220;skp008594;Grave (nl);[Den Haag (nl)];1642-02-13
skp011621;skp008594;?;[Den Haag (nl)];1642-02-13
skp044459;skp008594;Leeuwarden (nl);[Den Haag (nl)];1642-02-16
skp031342;skp008594;Leiden (nl);[Den Haag (nl)];1642-02-17
skp008594;skp024127;Den Haag (nl);[Leiden (nl)];1642-02-17
skp008594;skp000684;[Den Haag (nl)];[Leiden (nl)];1642-02-17
epist0384;skp008594;Coevorden (nl);[Den Haag (nl)];1642-02-20
skp038090;skp008594;Leeuwarden (nl);[Den Haag (nl)];1642-02-24
skp016239;skp008594;Dordrecht (nl);[Den Haag (nl)];1642-02-28
skp038090;skp008594;[Leeuwarden (nl)];[Den Haag (nl)];1642-02-28
skp022027;skp008594;Rheinberg (de);[Den Haag (nl)];1642-03-03
skp008594;skp006847;Den Haag (nl);[Amsterdam (nl)];1642-03-05
skp006847;skp008594;Amsterdam (nl);[Den Haag (nl)];1642-03-10
skp025036;skp008594;Den Haag (nl);[Den Haag (nl)];1642-03-12
skp027241;skp008594;Middelburg (nl);[Den Haag (nl)];1642-03-12
epist0069;skp008594;Breda (nl);[Den Haag (nl)];1642-03-13
skp033818;skp008594;Zomergem (be);[Den Haag (nl)];1642-03-16
skp032266;skp008594;Orange (fr);[Den Haag (nl)];1642-03-20
skp023913;skp008594;Den Bosch (nl);[Den Haag (nl)];1642-03-25
skp038090;skp008594;Leeuwarden (nl);[Den Haag (nl)];1642-03-26
epist0025;skp008594;Paris (fr);[Den Haag (nl)];1642-03-28
skp038090;skp008594;Leeuwarden (nl);[Den Haag (nl)];1642-03-28
skp028919;skp008594;Leiden (nl);[Den Haag (nl)];1642-04-01
skp033493;skp008594;Leiden (nl);[Den Haag (nl)];1642-04-01
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1642-04-02
skp022027;skp008594;Rheinberg (de);[Den Haag (nl)];1642-04-02
epist0332;skp008594;Antwerpen (be);[Den Haag (nl)];1642-04-03
skp006847;skp008594;Amsterdam (nl);[Den Haag (nl)];1642-04-06
skp008594;skp033493;[Den Haag (nl)];[Leiden (nl)];1642
skp042379;skp008594;Leuven (be);[Den Haag (nl)];1642-04-06
skp008594;skp012029;Den Haag (nl);[Leuven (be)];1642-04-07
skp008594;skp033866;Den Haag (nl);[Paris (fr)];1642-04-07
skp008594;epist0208;[Den Haag (nl)];?;1642-04-07
skp031342;skp008594;Leiden (nl);[Den Haag (nl)];1642-04-10
skp024395;skp008594;Den Haag (nl);[Den Haag (nl)];1642-04-14
skp027241;skp008594;Middelburg (nl);[Den Haag (nl)];1642-04-14
skp038090;skp008594;Leeuwarden (nl);[Den Haag (nl)];1642-04-16
skp022027;skp008594;Rheinberg (de);[Den Haag (nl)];1642-04-23
skp008594;skp024540;Den Haag (nl);[Haarlem (nl)];1642-04-29
epist0299;skp008594;Den Haag (nl);[Den Haag (nl)];1642-04-30
skp028081;skp008594;Pernambuco (br);[Den Haag (nl)];1642-05-01
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1642-05-01
epist0207;skp008594;Den Haag (nl);[Den Haag (nl)];1642-05-02
skp027142;skp008594;Egmond aan den Hoef (nl);[Den Haag (nl)];1642-05-02
epist0435;skp008594;Culemborg (nl);[Den Haag (nl)];1642-05-03
skp008594;skp006847;Den Haag (nl);[Amsterdam (nl)];1642-05-04
skp033818;skp008594;Zomergem (be);[Den Haag (nl)];1642-05-06
skp028081;skp008594;Recife (br);[Den Haag (nl)];1642-05-09
skp042949;skp008594;Paris (fr);[Den Haag (nl)];1642-05-12
epist0428;skp008594;Den Haag (nl);[Den Haag (nl)];1642-05-20
skp032471;skp008594;Leiden (nl);[Den Haag (nl)];1642-05-21
skp008594;skp038724;Den Haag (nl);[Amsterdam (nl)];1642-05-25
skp008594;skp044698;Den Haag (nl);[Paris (fr)];1642-05-26
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1642-05-27
skp008594;skp002690;Buren (nl);[Den Haag (nl)];1642-05-30
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-01
skp012029;skp008594;Leuven (be);[Heerewaarden, Fort Voorne (nl)];1642-06-02
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-03
skp004779;skp008594;Heerewaarden, Fort Voorne (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-03
skp034699;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-03
skp016193;skp008594;Haaren (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-03
skp011643;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-04
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-05
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-05
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-07
skp006847;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-08
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-09
skp010055;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-10
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-11
epist0359;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-11
skp011621;skp008594;[Dieden (nl)];[Heerewaarden, Fort Voorne (nl)];1642-06-11
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-12
skp039791;skp008594;?;?;1642~
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-14
skp002959;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-14
skp004779;skp008594;Zaltbommel (nl);[Heerewaarden, Fort Voorne (nl)];1642-06-14
skp008594;skp002959;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-16
skp008594;skp002690;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1642-06-16
skp002869;skp008594;Den Haag (nl);[Reek (nl)];1642-06-17
skp044828;skp008594;Heerewaarden, Fort Voorne (nl);[Reek (nl)];1642-06-17
skp023913;skp008594;Maastricht (nl);[Middelaar (nl)];1642-06-18
skp002959;skp008594;Den Haag (nl);[Middelaar (nl)];1642-06-18
skp008594;skp002690;Middelaar (nl);[Den Haag (nl)];1642-06-18
skp008594;skp002690;Rheinberg (de);[Den Haag (nl)];1642-06-20
skp008594;skp020263;Heerewaarden, Fort Voorne (nl);[Paris (fr)];1642-06-22
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-06-22
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-06-24
skp008594;skp044828;Budberg (de);?;1642-06-25
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-06-25
skp035864;skp008594;Leiden (nl);[Budberg (de)];1642-06-26
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-06-27
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-06-28
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-06-29
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-01
skp008594;skp024540;Budberg (de);[Haarlem (nl)];1642-07-02
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-04
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-05
skp023913;skp008594;Liège (be);[Budberg (de)];1642-07-05
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-07
skp041934;skp008594;Zwolle (nl);[Budberg (de)];1642-07-07
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-07-09
skp015639;skp008594;Den Haag (nl);[Budberg (de)];1642-07-09
skp027241;skp008594;[Middelburg (nl)];[Budberg (de)];1642-07~
skp008594;skp023913;Budberg (de);[Liège (be)];1642-07-10
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-10
skp030178;skp008594;Den Haag (nl);[Budberg (de)];1642-07-12
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-13
skp030996;skp008594;Den Haag (nl);[Budberg (de)];1642-07-14
skp027360;skp008594;Maastricht (nl);[Budberg (de)];1642-07-15
epist0428;skp008594;Den Haag (nl);[Budberg (de)];1642-07-15
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-16
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-07-18
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-18
